Date,Close
2019-08-13,1245.0
2019-08-14,1248.5
2019-08-15,1251.0
2019-08-16,1251.0
2019-08-19,1250.5
2019-08-20,1252.5
2019-08-21,1252.5
2019-08-22,1256.0
2019-08-23,1257.5
2019-08-26,1260.0
2019-08-27,1264.0
2019-08-28,1265.5
2019-08-29,1269.5
2019-08-30,1272.0
2019-09-02,1274.5
2019-09-03,1274.0
2019-09-04,1276.0
2019-09-05,1278.0
2019-09-06,1279.5
2019-09-09,1279.5
2019-09-10,1281.5
2019-09-11,1283.5
2019-09-12,1286.0
2019-09-13,1286.5
2019-09-16,1287.5
2019-09-17,1290.5
2019-09-18,1293.5
2019-09-19,1296.5
2019-09-20,1298.5
2019-09-23,1301.0
2019-09-24,1301.5
2019-09-25,1301.0
2019-09-26,1301.5
2019-09-27,1301.0
2019-09-30,1303.5
2019-10-01,1306.5
2019-10-02,1306.0
2019-10-03,1307.5
2019-10-04,1310.0
2019-10-07,1311.5
2019-10-08,1314.0
2019-10-09,1313.5
2019-10-10,1313.0
2019-10-11,1313.5
2019-10-14,1315.0
2019-10-15,1318.0
2019-10-16,1320.0
2019-10-17,1319.5
2019-10-18,1323.5
2019-10-21,1327.0
2019-10-22,1328.5
2019-10-23,1331.0
2019-10-24,1330.5
2019-10-25,1331.5
2019-10-28,1333.0
2019-10-29,1332.5
2019-10-30,1333.0
2019-10-31,1334.5
2019-11-01,1336.5
2019-11-04,1339.5
2019-11-05,1339.5
2019-11-06,1339.0
2019-11-07,1338.5
2019-11-08,1342.5
2019-11-11,1346.0
2019-11-12,1349.0
2019-11-13,1349.5
2019-11-14,1350.0
2019-11-15,1350.0
2019-11-18,1353.0
2019-11-19,1356.0
2019-11-20,1359.0
2019-11-21,1359.0
2019-11-22,1359.5
2019-11-25,1361.0
2019-11-26,1362.0
2019-11-27,1366.0
2019-11-28,1368.0
2019-11-29,1370.0
2019-12-02,1370.0
2019-12-03,1374.0
2019-12-04,1375.5
2019-12-05,1376.0
2019-12-06,1377.0
2019-12-09,1380.5
2019-12-10,1381.5
2019-12-11,1384.5
2019-12-12,1385.0
2019-12-13,1387.5
2019-12-16,1389.0
2019-12-17,1389.5
2019-12-18,1390.0
2019-12-19,1392.5
2019-12-20,1393.0
2019-12-23,1395.5
2019-12-24,1396.0
2019-12-25,1395.5
2019-12-26,1395.5
2019-12-27,1396.5
2019-12-30,1399.5
2019-12-31,1402.0
2020-01-01,1403.0
2020-01-02,1403.5
2020-01-03,1403.5
2020-01-06,1406.5
2020-01-07,1410.5
2020-01-08,1411.0
2020-01-09,1411.0
2020-01-10,1415.0
2020-01-13,1416.5
2020-01-14,1420.0
2020-01-15,1422.5
2020-01-16,1425.0
2020-01-17,1426.0
2020-01-20,1429.5
2020-01-21,1431.0
2020-01-22,1434.0
2020-01-23,1434.5
2020-01-24,1434.0
2020-01-27,1436.5
2020-01-28,1440.5
2020-01-29,1441.5
2020-01-30,1443.0
2020-01-31,1447.0
2020-02-03,1449.0
2020-02-04,1453.0
2020-02-05,1456.0
2020-02-06,1458.0
2020-02-07,1457.5
2020-02-10,1459.0
2020-02-11,1463.0
2020-02-12,1467.0
2020-02-13,1469.0
2020-02-14,1473.0
2020-02-17,1474.5
2020-02-18,1477.0
2020-02-19,1479.5
2020-02-20,1483.5
2020-02-21,1484.5
2020-02-24,1484.5
2020-02-25,1484.5
2020-02-26,1487.0
2020-02-27,1489.0
2020-02-28,1491.5
2020-03-02,1492.0
2020-03-03,1495.0
2020-03-04,1496.0
2020-03-05,1496.0
2020-03-06,1498.0
2020-03-09,1499.5
2020-03-10,1503.5
2020-03-11,1507.0
2020-03-12,1507.5
2020-03-13,1510.5
2020-03-16,1514.0
2020-03-17,1516.0
2020-03-18,1516.0
2020-03-19,1518.5
2020-03-20,1520.0
2020-03-23,1520.5
2020-03-24,1520.0
2020-03-25,1522.5
2020-03-26,1526.0
2020-03-27,1526.0
2020-03-30,1528.5
2020-03-31,1532.5
2020-04-01,1533.5
2020-04-02,1535.5
2020-04-03,1535.0
2020-04-06,1535.5
2020-04-07,1538.5
2020-04-08,1539.0
2020-04-09,1538.5
2020-04-10,1540.5
2020-04-13,1541.5
2020-04-14,1542.0
2020-04-15,1543.0
2020-04-16,1546.0
2020-04-17,1548.0
2020-04-20,1549.0
2020-04-21,1550.5
2020-04-22,1550.0
2020-04-23,1553.5
2020-04-24,1555.5
2020-04-27,1555.5
2020-04-28,1555.5
2020-04-29,1555.5
2020-04-30,1556.0
2020-05-01,1558.5
2020-05-04,1559.0
2020-05-05,1563.0
2020-05-06,1563.5
2020-05-07,1566.5
2020-05-08,1570.0
2020-05-11,1572.5
2020-05-12,1574.5
2020-05-13,1577.0
2020-05-14,1578.0
2020-05-15,1580.5
2020-05-18,1581.0
2020-05-19,1584.0
2020-05-20,1584.5
2020-05-21,1587.5
2020-05-22,1590.0
2020-05-25,1591.0
2020-05-26,1592.0
2020-05-27,1596.0
2020-05-28,1597.5
2020-05-29,1597.5
2020-06-01,1597.0
2020-06-02,1600.5
2020-06-03,1604.5
2020-06-04,1607.0
2020-06-05,1607.5
2020-06-08,1608.5
2020-06-09,1612.0
2020-06-10,1612.5
2020-06-11,1613.0
2020-06-12,1613.0
2020-06-15,1614.5
2020-06-16,1615.5
2020-06-17,1617.5
2020-06-18,1621.0
2020-06-19,1621.0
2020-06-22,1625.0
2020-06-23,1628.5
2020-06-24,1631.0
2020-06-25,1633.5
2020-06-26,1634.0
2020-06-29,1635.5
2020-06-30,1636.5
2020-07-01,1636.0
2020-07-02,1638.5
2020-07-03,1640.0
2020-07-06,1640.0
2020-07-07,1642.0
2020-07-08,1642.0
2020-07-09,1646.0
2020-07-10,1646.5
2020-07-13,1649.5
2020-07-14,1653.5
2020-07-15,1655.5
2020-07-16,1657.5
2020-07-17,1659.5
2020-07-20,1662.0
2020-07-21,1665.5
2020-07-22,1667.0
2020-07-23,1666.5
2020-07-24,1670.5
2020-07-27,1670.0
2020-07-28,1669.5
2020-07-29,1671.0
2020-07-30,1672.5
2020-07-31,1675.0
2020-08-03,1676.5
2020-08-04,1677.0
2020-08-05,1676.5
2020-08-06,1679.5
2020-08-07,1681.5
2020-08-10,1682.0
2020-08-11,1684.0
2020-08-12,1684.0
2020-08-13,1685.5
2020-08-14,1689.0
2020-08-17,1689.0
2020-08-18,1689.0
2020-08-19,1690.5
2020-08-20,1690.5
2020-08-21,1693.0
2020-08-24,1696.5
2020-08-25,1697.0
2020-08-26,1701.0
2020-08-27,1701.5
2020-08-28,1703.0
2020-08-31,1705.5
2020-09-01,1709.5
2020-09-02,1711.5
2020-09-03,1714.5
2020-09-04,1717.0
2020-09-07,1717.0
2020-09-08,1719.5
2020-09-09,1720.0
2020-09-10,1722.5
2020-09-11,1724.5
2020-09-14,1726.5
2020-09-15,1726.0
2020-09-16,1730.0
2020-09-17,1732.0
2020-09-18,1732.0
2020-09-21,1734.5
2020-09-22,1735.0
2020-09-23,1737.5
2020-09-24,1741.5
2020-09-25,1745.5
2020-09-28,1746.0
2020-09-29,1749.0
2020-09-30,1749.5
2020-10-01,1750.5
2020-10-02,1754.0
2020-10-05,1757.0
2020-10-06,1759.0
2020-10-07,1760.0
2020-10-08,1761.5
2020-10-09,1762.5
2020-10-12,1764.0
2020-10-13,1766.0
2020-10-14,1767.0
2020-10-15,1766.5
2020-10-16,1770.0
2020-10-19,1771.5
2020-10-20,1771.0
2020-10-21,1771.5
2020-10-22,1771.0
2020-10-23,1775.0
2020-10-26,1774.5
2020-10-27,1777.5
2020-10-28,1779.0
2020-10-29,1782.0
2020-10-30,1783.5
2020-11-02,1786.0
2020-11-03,1786.0
2020-11-04,1786.0
2020-11-05,1785.5
2020-11-06,1787.0
2020-11-09,1787.0
2020-11-10,1790.5
2020-11-11,1791.0
2020-11-12,1794.5
2020-11-13,1795.0
2020-11-16,1794.5
2020-11-17,1798.0
2020-11-18,1798.5
2020-11-19,1799.5
2020-11-20,1799.5
2020-11-23,1800.0
2020-11-24,1799.5
2020-11-25,1802.0
2020-11-26,1803.0
2020-11-27,1806.0
2020-11-30,1809.0
2020-12-01,1809.0
2020-12-02,1813.0
2020-12-03,1813.5
2020-12-04,1813.5
2020-12-07,1817.5
2020-12-08,1817.5
2020-12-09,1818.0
2020-12-10,1821.5
2020-12-11,1823.0
2020-12-14,1825.5
2020-12-15,1827.5
2020-12-16,1827.0
2020-12-17,1831.0
2020-12-18,1834.0
2020-12-21,1836.5
2020-12-22,1837.5
2020-12-23,1841.5
2020-12-24,1841.5
2020-12-25,1844.5
2020-12-28,1844.5
2020-12-29,1847.5
2020-12-30,1847.0
2020-12-31,1850.5
2021-01-01,1852.5
2021-01-04,1855.0
2021-01-05,1856.5
2021-01-06,1856.0
2021-01-07,1858.5
2021-01-08,1858.0
2021-01-11,1861.5
2021-01-12,1864.0
2021-01-13,1867.5
2021-01-14,1871.5
2021-01-15,1873.5
2021-01-18,1877.0
2021-01-19,1877.5
2021-01-20,1877.5
2021-01-21,1878.5
2021-01-22,1880.5
2021-01-25,1880.0
2021-01-26,1881.5
2021-01-27,1884.5
2021-01-28,1885.0
2021-01-29,1888.5
2021-02-01,1889.0
2021-02-02,1890.0
2021-02-03,1892.0
2021-02-04,1895.0
2021-02-05,1895.0
2021-02-08,1898.0
2021-02-09,1900.0
2021-02-10,1902.5
2021-02-11,1906.5
2021-02-12,1910.0
2021-02-15,1911.5
2021-02-16,1914.0
2021-02-17,1915.5
2021-02-18,1917.0
2021-02-19,1920.5
2021-02-22,1923.5
2021-02-23,1926.5
2021-02-24,1928.5
2021-02-25,1930.0
2021-02-26,1934.0
2021-03-01,1935.0
2021-03-02,1935.0
2021-03-03,1936.5
2021-03-04,1937.0
2021-03-05,1938.5
2021-03-08,1939.5
2021-03-09,1942.5
2021-03-10,1943.0
2021-03-11,1943.5
2021-03-12,1945.5
2021-03-15,1946.5
2021-03-16,1949.5
2021-03-17,1951.0
2021-03-18,1953.0
2021-03-19,1956.5
2021-03-22,1956.5
2021-03-23,1956.0
2021-03-24,1955.5
2021-03-25,1958.5
2021-03-26,1961.5
2021-03-29,1965.5
2021-03-30,1965.5
2021-03-31,1967.0
2021-04-01,1968.0
2021-04-02,1969.0
2021-04-05,1972.0
2021-04-06,1972.0
2021-04-07,1974.0
2021-04-08,1974.0
2021-04-09,1974.0
2021-04-12,1977.5
2021-04-13,1981.5
2021-04-14,1984.0
2021-04-15,1987.0
2021-04-16,1989.5
2021-04-19,1993.5
2021-04-20,1993.0
2021-04-21,1994.5
2021-04-22,1997.5
2021-04-23,1997.0
2021-04-26,2001.0
2021-04-27,2003.0
2021-04-28,2003.5
2021-04-29,2006.0
2021-04-30,2009.5
2021-05-03,2012.0
2021-05-04,2013.5
2021-05-05,2017.5
2021-05-06,2017.5
2021-05-07,2019.5
2021-05-10,2023.5
2021-05-11,2026.5
2021-05-12,2029.5
2021-05-13,2030.5
2021-05-14,2034.5
2021-05-17,2034.0
2021-05-18,2037.5
2021-05-19,2041.0
2021-05-20,2044.5
2021-05-21,2047.0
2021-05-24,2048.0
2021-05-25,2050.0
2021-05-26,2051.0
2021-05-27,2050.5
2021-05-28,2050.0
2021-05-31,2050.0
2021-06-01,2054.0
2021-06-02,2055.5
2021-06-03,2059.5
2021-06-04,2060.0
2021-06-07,2062.0
2021-06-08,2062.0
2021-06-09,2066.0
2021-06-10,2066.0
2021-06-11,2066.5
2021-06-14,2069.0
2021-06-15,2072.0
2021-06-16,2072.5
2021-06-17,2072.0
2021-06-18,2074.5
2021-06-21,2077.0
2021-06-22,2081.0
2021-06-23,2080.5
2021-06-24,2084.0
2021-06-25,2085.5
2021-06-28,2087.5
2021-06-29,2089.5
2021-06-30,2089.5
2021-07-01,2090.5
2021-07-02,2091.5
2021-07-05,2095.0
2021-07-06,2099.0
2021-07-07,2102.0
2021-07-08,2104.5
2021-07-09,2105.0
2021-07-12,2104.5
2021-07-13,2106.0
2021-07-14,2106.5
2021-07-15,2109.0
2021-07-16,2108.5
2021-07-19,2109.5
2021-07-20,2110.5
2021-07-21,2111.0
2021-07-22,2113.0
2021-07-23,2112.5
2021-07-26,2114.0
2021-07-27,2116.5
2021-07-28,2118.0
2021-07-29,2117.5
2021-07-30,2120.0
2021-08-02,2123.5
2021-08-03,2126.5
2021-08-04,2130.0
2021-08-05,2131.5
2021-08-06,2135.0
2021-08-09,2135.5
2021-08-10,2138.0
2021-08-11,2141.0
2021-08-12,2140.5
2021-08-13,2142.5
2021-08-16,2146.0
2021-08-17,2146.0
2021-08-18,2148.0
2021-08-19,2149.0
2021-08-20,2148.5
2021-08-23,2151.0
2021-08-24,2154.0
2021-08-25,2154.5
2021-08-26,2156.5
2021-08-27,2156.5
2021-08-30,2160.5
2021-08-31,2160.0
2021-09-01,2163.5
2021-09-02,2163.0
2021-09-03,2167.0
2021-09-06,2167.5
2021-09-07,2169.0
2021-09-08,2172.5
2021-09-09,2176.5
2021-09-10,2179.5
2021-09-13,2183.5
2021-09-14,2183.0
2021-09-15,2186.0
2021-09-16,2185.5
2021-09-17,2188.0
2021-09-20,2189.0
2021-09-21,2189.5
2021-09-22,2189.0
2021-09-23,2191.5
2021-09-24,2192.0
2021-09-27,2195.0
2021-09-28,2197.0
2021-09-29,2200.0
2021-09-30,2200.0
2021-10-01,2202.0
2021-10-04,2202.0
2021-10-05,2203.0
2021-10-06,2206.5
2021-10-07,2207.0
2021-10-08,2206.5
2021-10-11,2207.5
2021-10-12,2208.5
2021-10-13,2209.5
2021-10-14,2212.5
2021-10-15,2216.0
2021-10-18,2217.5
2021-10-19,2217.5
2021-10-20,2218.5
2021-10-21,2220.5
2021-10-22,2221.5
2021-10-25,2222.0
2021-10-26,2225.0
2021-10-27,2224.5
2021-10-28,2226.5
2021-10-29,2227.5
2021-11-01,2230.5
2021-11-02,2233.0
2021-11-03,2236.5
2021-11-04,2240.5
2021-11-05,2242.0
2021-11-08,2242.5
2021-11-09,2244.0
2021-11-10,2244.0
2021-11-11,2246.5
2021-11-12,2250.5
2021-11-15,2254.0
2021-11-16,2255.0
2021-11-17,2256.5
2021-11-18,2260.0
2021-11-19,2263.5
2021-11-22,2267.0
2021-11-23,2270.5
2021-11-24,2273.0
2021-11-25,2272.5
2021-11-26,2273.5
2021-11-29,2276.0
2021-11-30,2279.0
2021-12-01,2282.5
2021-12-02,2282.0
2021-12-03,2282.5
2021-12-06,2285.5
2021-12-07,2285.5
2021-12-08,2289.0
2021-12-09,2291.0
2021-12-10,2290.5
2021-12-13,2290.5
2021-12-14,2294.5
2021-12-15,2294.0
2021-12-16,2296.5
2021-12-17,2297.5
2021-12-20,2297.5
2021-12-21,2300.5
2021-12-22,2301.0
2021-12-23,2301.0
2021-12-24,2304.0
2021-12-27,2304.0
2021-12-28,2303.5
2021-12-29,2303.5
2021-12-30,2303.5
2021-12-31,2307.0
2022-01-03,2311.0
2022-01-04,2312.5
2022-01-05,2316.0
2022-01-06,2315.5
2022-01-07,2317.5
2022-01-10,2320.0
2022-01-11,2323.5
2022-01-12,2326.0
2022-01-13,2328.0
2022-01-14,2331.0
2022-01-17,2330.5
2022-01-18,2330.5
2022-01-19,2333.5
2022-01-20,2333.0
2022-01-21,2337.0
2022-01-24,2338.5
2022-01-25,2338.0
2022-01-26,2342.0
2022-01-27,2342.0
2022-01-28,2343.0
2022-01-31,2345.0
2022-02-01,2345.5
2022-02-02,2349.5
2022-02-03,2349.5
2022-02-04,2349.5
2022-02-07,2352.0
2022-02-08,2352.0
2022-02-09,2353.0
2022-02-10,2356.0
2022-02-11,2356.5
2022-02-14,2359.5
2022-02-15,2360.0
2022-02-16,2360.5
2022-02-17,2363.5
2022-02-18,2365.5
2022-02-21,2368.5
2022-02-22,2369.0
2022-02-23,2368.5
2022-02-24,2372.0
2022-02-25,2372.0
2022-02-28,2371.5
2022-03-01,2372.0
2022-03-02,2375.0
2022-03-03,2377.0
2022-03-04,2377.0
2022-03-07,2378.0
2022-03-08,2382.0
2022-03-09,2381.5
2022-03-10,2384.0
2022-03-11,2385.0
2022-03-14,2388.0
2022-03-15,2388.5
2022-03-16,2388.0
2022-03-17,2391.5
2022-03-18,2391.0
2022-03-21,2392.5
2022-03-22,2396.5
2022-03-23,2396.5
2022-03-24,2398.5
2022-03-25,2402.0
2022-03-28,2404.5
2022-03-29,2405.5
2022-03-30,2405.5
2022-03-31,2406.0
2022-04-01,2408.0
2022-04-04,2408.0
2022-04-05,2408.0
2022-04-06,2410.0
2022-04-07,2410.0
2022-04-08,2413.0
2022-04-11,2416.0
2022-04-12,2418.0
2022-04-13,2417.5
2022-04-14,2417.0
2022-04-15,2417.5
2022-04-18,2417.5
2022-04-19,2418.5
2022-04-20,2419.5
2022-04-21,2422.5
2022-04-22,2426.0
2022-04-25,2429.5
2022-04-26,2431.0
2022-04-27,2433.5
2022-04-28,2437.5
2022-04-29,2440.0
2022-05-02,2442.5
2022-05-03,2444.5
2022-05-04,2445.0
2022-05-05,2444.5
2022-05-06,2445.5
2022-05-09,2446.0
2022-05-10,2447.5
2022-05-11,2449.0
2022-05-12,2451.0
2022-05-13,2451.0
2022-05-16,2454.5
2022-05-17,2457.0
2022-05-18,2456.5
2022-05-19,2458.0
2022-05-20,2460.5
2022-05-23,2464.0
2022-05-24,2465.0
2022-05-25,2468.5
2022-05-26,2468.0
2022-05-27,2468.0
2022-05-30,2471.0
2022-05-31,2471.0
2022-06-01,2473.0
2022-06-02,2472.5
2022-06-03,2476.0
2022-06-06,2479.5
2022-06-07,2481.5
2022-06-08,2482.5
2022-06-09,2484.0
2022-06-10,2484.5
2022-06-13,2487.0
2022-06-14,2491.0
2022-06-15,2490.5
2022-06-16,2490.5
2022-06-17,2491.0
2022-06-20,2493.0
2022-06-21,2494.5
2022-06-22,2494.0
2022-06-23,2496.5
2022-06-24,2500.5
2022-06-27,2501.0
2022-06-28,2504.0
2022-06-29,2506.5
2022-06-30,2509.0
2022-07-01,2511.5
2022-07-04,2514.5
2022-07-05,2518.5
2022-07-06,2520.0
2022-07-07,2520.0
2022-07-08,2523.5
2022-07-11,2527.5
2022-07-12,2529.5
2022-07-13,2531.0
2022-07-14,2533.5
2022-07-15,2535.0
2022-07-18,2537.5
2022-07-19,2539.0
2022-07-20,2542.0
2022-07-21,2545.5
2022-07-22,2546.0
2022-07-25,2549.5
2022-07-26,2549.0
2022-07-27,2551.0
2022-07-28,2554.0
2022-07-29,2554.5
2022-08-01,2556.5
2022-08-02,2560.0
2022-08-03,2559.5
2022-08-04,2562.5
2022-08-05,2562.0
2022-08-08,2564.0
2022-08-09,2564.0
2022-08-10,2567.5
2022-08-11,2567.0
2022-08-12,2568.5
2022-08-15,2571.0
2022-08-16,2571.5
2022-08-17,2575.0
2022-08-18,2578.5
2022-08-19,2579.5
2022-08-22,2581.5
2022-08-23,2582.5
2022-08-24,2586.5
2022-08-25,2589.5
2022-08-26,2589.0
2022-08-29,2591.0
2022-08-30,2593.0
2022-08-31,2596.5
2022-09-01,2598.0
2022-09-02,2601.0
2022-09-05,2604.0
2022-09-06,2605.0
2022-09-07,2604.5
2022-09-08,2605.0
2022-09-09,2605.5
2022-09-12,2608.0
2022-09-13,2609.5
2022-09-14,2613.5
2022-09-15,2615.5
2022-09-16,2615.0
2022-09-19,2616.0
2022-09-20,2617.0
2022-09-21,2618.5
2022-09-22,2619.5
2022-09-23,2623.5
2022-09-26,2624.0
2022-09-27,2626.0
2022-09-28,2628.0
2022-09-29,2631.5
2022-09-30,2635.5
2022-10-03,2637.0
2022-10-04,2639.0
2022-10-05,2639.0
2022-10-06,2641.5
2022-10-07,2642.0
2022-10-10,2642.5
2022-10-11,2644.5
2022-10-12,2645.0
2022-10-13,2647.0
2022-10-14,2647.5
2022-10-17,2648.0
2022-10-18,2647.5
2022-10-19,2650.0
2022-10-20,2651.0
2022-10-21,2650.5
2022-10-24,2654.0
2022-10-25,2657.5
2022-10-26,2657.5
2022-10-27,2660.5
2022-10-28,2663.0
2022-10-31,2667.0
2022-11-01,2668.5
2022-11-02,2669.0
2022-11-03,2671.0
2022-11-04,2672.5
2022-11-07,2675.0
2022-11-08,2679.0
2022-11-09,2680.0
2022-11-10,2681.0
2022-11-11,2684.5
2022-11-14,2687.5
2022-11-15,2690.5
2022-11-16,2692.0
2022-11-17,2694.5
2022-11-18,2695.0
2022-11-21,2694.5
2022-11-22,2694.5
2022-11-23,2697.0
2022-11-24,2698.0
2022-11-25,2697.5
2022-11-28,2699.0
2022-11-29,2700.5
2022-11-30,2702.0
2022-12-01,2702.0
2022-12-02,2701.5
2022-12-05,2705.0
2022-12-06,2707.0
2022-12-07,2711.0
2022-12-08,2711.5
2022-12-09,2714.0
2022-12-12,2715.5
2022-12-13,2715.5
2022-12-14,2718.5
2022-12-15,2721.5
2022-12-16,2722.0
2022-12-19,2721.5
2022-12-20,2723.5
2022-12-21,2724.0
2022-12-22,2725.5
2022-12-23,2726.0
2022-12-26,2727.5
2022-12-27,2731.0
2022-12-28,2732.0
2022-12-29,2734.5
2022-12-30,2736.5
2023-01-02,2739.5
2023-01-03,2741.0
2023-01-04,2743.0
2023-01-05,2743.0
2023-01-06,2743.0
2023-01-09,2744.5
2023-01-10,2746.0
2023-01-11,2750.0
2023-01-12,2751.0
2023-01-13,2753.0
2023-01-16,2756.0
2023-01-17,2757.0
2023-01-18,2757.5
2023-01-19,2759.0
2023-01-20,2763.0
2023-01-23,2766.5
2023-01-24,2766.0
2023-01-25,2768.0
2023-01-26,2769.5
2023-01-27,2771.0
2023-01-30,2770.5
2023-01-31,2774.5
2023-02-01,2776.5
2023-02-02,2776.0
2023-02-03,2778.5
2023-02-06,2782.5
2023-02-07,2785.0
2023-02-08,2784.5
2023-02-09,2785.5
2023-02-10,2785.0
2023-02-13,2788.0
2023-02-14,2787.5
2023-02-15,2789.0
2023-02-16,2792.0
2023-02-17,2793.0
2023-02-20,2792.5
2023-02-21,2792.5
2023-02-22,2793.0
2023-02-23,2797.0
2023-02-24,2800.0
2023-02-27,2804.0
2023-02-28,2806.0
2023-03-01,2809.0
2023-03-02,2812.0
2023-03-03,2812.0
2023-03-06,2812.0
2023-03-07,2814.0
2023-03-08,2815.5
2023-03-09,2816.5
2023-03-10,2817.5
2023-03-13,2817.0
2023-03-14,2819.0
2023-03-15,2821.5
2023-03-16,2821.0
2023-03-17,2824.5
2023-03-20,2825.0
2023-03-21,2824.5
2023-03-22,2825.5
2023-03-23,2827.5
2023-03-24,2830.5
2023-03-27,2832.0
2023-03-28,2831.5
2023-03-29,2835.0
2023-03-30,2838.5
2023-03-31,2842.5
2023-04-03,2844.5
2023-04-04,2844.5
2023-04-05,2847.5
2023-04-06,2848.5
2023-04-07,2848.0
2023-04-10,2850.5
2023-04-11,2854.0
2023-04-12,2856.5
2023-04-13,2857.5
2023-04-14,2861.5
2023-04-17,2862.5
2023-04-18,2862.5
2023-04-19,2865.5
2023-04-20,2867.5
2023-04-21,2869.0
2023-04-24,2869.5
2023-04-25,2871.0
2023-04-26,2874.0
2023-04-27,2875.5
2023-04-28,2878.5
2023-05-01,2881.5
2023-05-02,2882.5
2023-05-03,2883.5
2023-05-04,2884.0
2023-05-05,2887.5
2023-05-08,2888.5
2023-05-09,2890.0
2023-05-10,2893.5
2023-05-11,2893.0
2023-05-12,2895.5
2023-05-15,2896.5
2023-05-16,2897.5
2023-05-17,2897.0
2023-05-18,2901.0
2023-05-19,2900.5
2023-05-22,2903.5
2023-05-23,2907.0
2023-05-24,2910.5
2023-05-25,2912.5
2023-05-26,2912.0
2023-05-29,2912.0
2023-05-30,2914.0
2023-05-31,2914.0
2023-06-01,2915.0
2023-06-02,2915.5
2023-06-05,2917.5
2023-06-06,2919.0
2023-06-07,2920.5
2023-06-08,2922.0
2023-06-09,2922.5
2023-06-12,2924.5
2023-06-13,2925.0
2023-06-14,2924.5
2023-06-15,2928.0
2023-06-16,2932.0
2023-06-19,2932.0
