lesson_id,lesson_version,event_type,event_date,anchor_gold_date,alignment_method,gold_close_at_event,fomc_rate,previous_fomc_rate,fomc_change,fomc_decision,gold_close_t_plus_1d,gold_return_1d_pct,gold_direction_1d,gold_close_t_plus_5d,gold_return_5d_pct,gold_direction_5d,gold_close_t_plus_20d,gold_return_20d_pct,gold_direction_20d,primary_horizon_days,lesson_text
FOMC_GOLD_2021-11-30,fomc_gold_v1,FOMC,2021-11-30,2021-11-30,first_gold_session_on_or_after_event_date,1773.599976,4.33,1.48,2.85,rate_hike,1781.599976,0.45106,UP,1782.599976,0.507442,UP,1805.099976,1.776049,UP,20,"After the FOMC set rates at 4.33% (rate_hike) on 2021-11-30, gold moved 1.776049% over 20 trading days (UP)."
FOMC_GOLD_2021-12-31,fomc_gold_v1,FOMC,2021-12-31,2021-12-31,first_gold_session_on_or_after_event_date,1827.5,2.27,4.33,-2.06,rate_cut,1799.400024,-1.537618,DOWN,1797.0,-1.668947,DOWN,1795.0,-1.778386,DOWN,20,"After the FOMC set rates at 2.27% (rate_cut) on 2021-12-31, gold moved -1.778386% over 20 trading days (DOWN)."
FOMC_GOLD_2022-01-31,fomc_gold_v1,FOMC,2022-01-31,2022-01-31,first_gold_session_on_or_after_event_date,1795.0,1.86,2.27,-0.41,rate_cut,1800.300049,0.295267,UP,1820.599976,1.426182,UP,1942.400024,8.211701,UP,20,"After the FOMC set rates at 1.86% (rate_cut) on 2022-01-31, gold moved 8.211701% over 20 trading days (UP)."
FOMC_GOLD_2022-02-28,fomc_gold_v1,FOMC,2022-02-28,2022-02-28,first_gold_session_on_or_after_event_date,1899.400024,1.97,1.86,0.11,rate_hike,1942.400024,2.263873,UP,1993.900024,4.975255,UP,1939.599976,2.116455,UP,5,"After the FOMC set rates at 1.97% (rate_hike) on 2022-02-28, gold moved 4.975255% over 5 trading days (UP)."
FOMC_GOLD_2022-03-31,fomc_gold_v1,FOMC,2022-03-31,2022-03-31,first_gold_session_on_or_after_event_date,1949.199951,3.3,1.97,1.33,rate_hike,1919.099976,-1.544222,DOWN,1933.800049,-0.790063,DOWN,1909.300049,-2.046989,DOWN,20,"After the FOMC set rates at 3.3% (rate_hike) on 2022-03-31, gold moved -2.046989% over 20 trading days (DOWN)."
FOMC_GOLD_2022-04-30,fomc_gold_v1,FOMC,2022-04-30,2022-05-02,first_gold_session_on_or_after_event_date,1861.800049,3.05,3.3,-0.25,rate_cut,1868.800049,0.37598,UP,1857.099976,-0.252448,DOWN,1842.699951,-1.025894,DOWN,20,"After the FOMC set rates at 3.05% (rate_cut) on 2022-04-30, gold moved -1.025894% over 20 trading days (DOWN)."
FOMC_GOLD_2022-05-31,fomc_gold_v1,FOMC,2022-05-31,2022-05-31,first_gold_session_on_or_after_event_date,1842.699951,3.12,3.05,0.07,rate_hike,1843.300049,0.032566,FLAT,1847.5,0.26049,UP,1813.699951,-1.573778,DOWN,20,"After the FOMC set rates at 3.12% (rate_hike) on 2022-05-31, gold moved -1.573778% over 20 trading days (DOWN)."
FOMC_GOLD_2022-06-30,fomc_gold_v1,FOMC,2022-06-30,2022-06-30,first_gold_session_on_or_after_event_date,1804.099976,3.15,3.12,0.03,rate_hike,1798.900024,-0.28823,DOWN,1740.599976,-3.519761,DOWN,1762.900024,-2.283684,DOWN,5,"After the FOMC set rates at 3.15% (rate_hike) on 2022-06-30, gold moved -3.519761% over 5 trading days (DOWN)."
FOMC_GOLD_2022-07-31,fomc_gold_v1,FOMC,2022-07-31,2022-08-01,first_gold_session_on_or_after_event_date,1769.0,5.71,3.15,2.56,rate_hike,1771.099976,0.11871,UP,1786.800049,1.006221,UP,1736.599976,-1.831545,DOWN,20,"After the FOMC set rates at 5.71% (rate_hike) on 2022-07-31, gold moved -1.831545% over 20 trading days (DOWN)."
FOMC_GOLD_2022-08-31,fomc_gold_v1,FOMC,2022-08-31,2022-08-31,first_gold_session_on_or_after_event_date,1712.800049,1.89,5.71,-3.82,rate_cut,1696.599976,-0.945824,DOWN,1708.0,-0.280246,DOWN,1658.5,-3.17025,DOWN,20,"After the FOMC set rates at 1.89% (rate_cut) on 2022-08-31, gold moved -3.17025% over 20 trading days (DOWN)."
FOMC_GOLD_2022-09-30,fomc_gold_v1,FOMC,2022-09-30,2022-09-30,first_gold_session_on_or_after_event_date,1662.400024,1.73,1.89,-0.16,rate_cut,1692.900024,1.834697,UP,1700.5,2.291866,UP,1639.599976,-1.371514,DOWN,5,"After the FOMC set rates at 1.73% (rate_cut) on 2022-09-30, gold moved 2.291866% over 5 trading days (UP)."
FOMC_GOLD_2022-10-31,fomc_gold_v1,FOMC,2022-10-31,2022-10-31,first_gold_session_on_or_after_event_date,1635.900024,1.28,1.73,-0.45,rate_cut,1645.0,0.556267,UP,1676.5,2.481813,UP,1748.400024,6.876948,UP,20,"After the FOMC set rates at 1.28% (rate_cut) on 2022-10-31, gold moved 6.876948% over 20 trading days (UP)."
FOMC_GOLD_2022-11-30,fomc_gold_v1,FOMC,2022-11-30,2022-11-30,first_gold_session_on_or_after_event_date,1746.0,3.42,1.28,2.14,rate_hike,1801.099976,3.155783,UP,1785.5,2.262314,UP,1819.5,4.209622,UP,20,"After the FOMC set rates at 3.42% (rate_hike) on 2022-11-30, gold moved 4.209622% over 20 trading days (UP)."
FOMC_GOLD_2022-12-31,fomc_gold_v1,FOMC,2022-12-31,2023-01-03,first_gold_session_on_or_after_event_date,1839.699951,4.19,3.42,0.77,rate_hike,1852.800049,0.712078,UP,1871.599976,1.73398,UP,1927.800049,4.78883,UP,20,"After the FOMC set rates at 4.19% (rate_hike) on 2022-12-31, gold moved 4.78883% over 20 trading days (UP)."
FOMC_GOLD_2023-01-31,fomc_gold_v1,FOMC,2023-01-31,2023-01-31,first_gold_session_on_or_after_event_date,1929.5,2.33,4.19,-1.86,rate_cut,1927.800049,-0.088103,FLAT,1871.699951,-2.995597,DOWN,1837.699951,-4.757712,DOWN,20,"After the FOMC set rates at 2.33% (rate_cut) on 2023-01-31, gold moved -4.757712% over 20 trading days (DOWN)."
FOMC_GOLD_2023-02-28,fomc_gold_v1,FOMC,2023-02-28,2023-02-28,first_gold_session_on_or_after_event_date,1828.900024,1.24,2.33,-1.09,rate_cut,1837.699951,0.48116,UP,1813.900024,-0.820165,DOWN,1972.400024,7.846246,UP,20,"After the FOMC set rates at 1.24% (rate_cut) on 2023-02-28, gold moved 7.846246% over 20 trading days (UP)."
FOMC_GOLD_2023-03-31,fomc_gold_v1,FOMC,2023-03-31,2023-03-31,first_gold_session_on_or_after_event_date,1969.0,1.26,1.24,0.02,rate_hike,1983.900024,0.756731,UP,1989.099976,1.020822,UP,1983.400024,0.731337,UP,5,"After the FOMC set rates at 1.26% (rate_hike) on 2023-03-31, gold moved 1.020822% over 5 trading days (UP)."
FOMC_GOLD_2023-04-30,fomc_gold_v1,FOMC,2023-04-30,2023-05-01,first_gold_session_on_or_after_event_date,1983.400024,3.48,1.26,2.22,rate_hike,2014.300049,1.557932,UP,2026.300049,2.162954,UP,1958.0,-1.28063,DOWN,5,"After the FOMC set rates at 3.48% (rate_hike) on 2023-04-30, gold moved 2.162954% over 5 trading days (UP)."
FOMC_GOLD_2023-05-31,fomc_gold_v1,FOMC,2023-05-31,2023-05-31,first_gold_session_on_or_after_event_date,1963.900024,3.61,3.48,0.13,rate_hike,1978.0,0.717958,UP,1942.699951,-1.079488,DOWN,1909.199951,-2.785278,DOWN,20,"After the FOMC set rates at 3.61% (rate_hike) on 2023-05-31, gold moved -2.785278% over 20 trading days (DOWN)."
FOMC_GOLD_2023-06-30,fomc_gold_v1,FOMC,2023-06-30,2023-06-30,first_gold_session_on_or_after_event_date,1921.099976,3.31,3.61,-0.3,rate_cut,1921.699951,0.031231,FLAT,1925.0,0.20301,UP,1970.5,2.571445,UP,20,"After the FOMC set rates at 3.31% (rate_cut) on 2023-06-30, gold moved 2.571445% over 20 trading days (UP)."
FOMC_GOLD_2023-07-31,fomc_gold_v1,FOMC,2023-07-31,2023-07-31,first_gold_session_on_or_after_event_date,1970.5,1.5,3.31,-1.81,rate_cut,1940.699951,-1.512309,DOWN,1933.5,-1.877696,DOWN,1917.900024,-2.669372,DOWN,20,"After the FOMC set rates at 1.5% (rate_cut) on 2023-07-31, gold moved -2.669372% over 20 trading days (DOWN)."
FOMC_GOLD_2023-08-31,fomc_gold_v1,FOMC,2023-08-31,2023-08-31,first_gold_session_on_or_after_event_date,1938.199951,2.85,1.5,1.35,rate_hike,1939.800049,0.082556,FLAT,1918.400024,-1.021563,DOWN,1848.099976,-4.648642,DOWN,20,"After the FOMC set rates at 2.85% (rate_hike) on 2023-08-31, gold moved -4.648642% over 20 trading days (DOWN)."
FOMC_GOLD_2023-09-30,fomc_gold_v1,FOMC,2023-09-30,2023-10-02,first_gold_session_on_or_after_event_date,1830.0,2.68,2.85,-0.17,rate_cut,1824.599976,-0.295083,DOWN,1849.5,1.065574,UP,1996.199951,9.081965,UP,20,"After the FOMC set rates at 2.68% (rate_cut) on 2023-09-30, gold moved 9.081965% over 20 trading days (UP)."
FOMC_GOLD_2023-10-31,fomc_gold_v1,FOMC,2023-10-31,2023-10-31,first_gold_session_on_or_after_event_date,1985.199951,2.83,2.68,0.15,rate_hike,1978.800049,-0.322381,DOWN,1966.800049,-0.926854,DOWN,2047.099976,3.118075,UP,20,"After the FOMC set rates at 2.83% (rate_hike) on 2023-10-31, gold moved 3.118075% over 20 trading days (UP)."
FOMC_GOLD_2023-11-30,fomc_gold_v1,FOMC,2023-11-30,2023-11-30,first_gold_session_on_or_after_event_date,2038.099976,3.81,2.83,0.98,rate_hike,2071.0,1.61425,UP,2029.900024,-0.402333,DOWN,2062.399902,1.192283,UP,1,"After the FOMC set rates at 3.81% (rate_hike) on 2023-11-30, gold moved 1.61425% over 1 trading days (UP)."
FOMC_GOLD_2023-12-31,fomc_gold_v1,FOMC,2023-12-31,2024-01-02,first_gold_session_on_or_after_event_date,2064.399902,2.84,3.81,-0.97,rate_cut,2034.199951,-1.462892,DOWN,2026.400024,-1.840723,DOWN,2048.399902,-0.775044,DOWN,5,"After the FOMC set rates at 2.84% (rate_cut) on 2023-12-31, gold moved -1.840723% over 5 trading days (DOWN)."
