lesson_id,lesson_version,event_type,event_date,anchor_gold_date,alignment_method,gold_close_at_event,interest_rate_value,previous_interest_rate_value,interest_rate_change,interest_rate_trend,gold_close_t_plus_1d,gold_return_1d_pct,gold_direction_1d,gold_close_t_plus_5d,gold_return_5d_pct,gold_direction_5d,gold_close_t_plus_20d,gold_return_20d_pct,gold_direction_20d,primary_horizon_days,lesson_text
INTEREST_RATE_GOLD_2015-12-01,interest_rate_gold_v1,INTEREST_RATE,2015-12-01,2015-12-01,first_gold_session_on_or_after_event_date,1063.800049,0.24,0.12,0.12,rate_hike,1054.199951,-0.902434,DOWN,1076.300049,1.175033,UP,1060.099976,-0.347817,DOWN,5,"After rates moved to 0.24% (rate_hike) on 2015-12-01, gold moved 1.175033% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2016-01-01,interest_rate_gold_v1,INTEREST_RATE,2016-01-01,2016-01-04,first_gold_session_on_or_after_event_date,1075.099976,0.34,0.24,0.1,rate_hike,1078.400024,0.306953,UP,1096.5,1.990515,UP,1127.300049,4.855369,UP,20,"After rates moved to 0.34% (rate_hike) on 2016-01-01, gold moved 4.855369% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2016-02-01,interest_rate_gold_v1,INTEREST_RATE,2016-02-01,2016-02-01,first_gold_session_on_or_after_event_date,1127.900024,0.38,0.34,0.04,rate_hike,1127.300049,-0.053194,FLAT,1197.900024,6.206224,UP,1230.300049,9.078821,UP,20,"After rates moved to 0.38% (rate_hike) on 2016-02-01, gold moved 9.078821% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2016-03-01,interest_rate_gold_v1,INTEREST_RATE,2016-03-01,2016-03-01,first_gold_session_on_or_after_event_date,1230.300049,0.36,0.38,-0.02,rate_cut,1241.099976,0.877829,UP,1262.099976,2.584729,UP,1226.900024,-0.276357,DOWN,5,"After rates moved to 0.36% (rate_cut) on 2016-03-01, gold moved 2.584729% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2016-04-01,interest_rate_gold_v1,INTEREST_RATE,2016-04-01,2016-04-01,first_gold_session_on_or_after_event_date,1222.199951,0.37,0.36,0.01,rate_hike,1218.0,-0.343639,DOWN,1242.5,1.660943,UP,1289.199951,5.481918,UP,20,"After rates moved to 0.37% (rate_hike) on 2016-04-01, gold moved 5.481918% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2016-05-01,interest_rate_gold_v1,INTEREST_RATE,2016-05-01,2016-05-02,first_gold_session_on_or_after_event_date,1294.699951,0.37,0.37,0.0,rate_hold,1290.699951,-0.308952,DOWN,1265.599976,-2.247623,DOWN,1214.800049,-6.171307,DOWN,20,"After rates moved to 0.37% (rate_hold) on 2016-05-01, gold moved -6.171307% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2016-06-01,interest_rate_gold_v1,INTEREST_RATE,2016-06-01,2016-06-01,first_gold_session_on_or_after_event_date,1211.900024,0.38,0.37,0.01,rate_hike,1209.800049,-0.17328,DOWN,1259.800049,3.952473,UP,1323.900024,9.241686,UP,20,"After rates moved to 0.38% (rate_hike) on 2016-06-01, gold moved 9.241686% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2016-07-01,interest_rate_gold_v1,INTEREST_RATE,2016-07-01,2016-07-01,first_gold_session_on_or_after_event_date,1336.699951,0.39,0.38,0.01,rate_hike,1356.400024,1.473784,UP,1355.0,1.369047,UP,1351.400024,1.099729,UP,1,"After rates moved to 0.39% (rate_hike) on 2016-07-01, gold moved 1.473784% over 1 trading days (UP)."
INTEREST_RATE_GOLD_2016-08-01,interest_rate_gold_v1,INTEREST_RATE,2016-08-01,2016-08-01,first_gold_session_on_or_after_event_date,1351.400024,0.4,0.39,0.01,rate_hike,1364.400024,0.961965,UP,1333.400024,-1.331952,DOWN,1322.900024,-2.108924,DOWN,20,"After rates moved to 0.4% (rate_hike) on 2016-08-01, gold moved -2.108924% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2016-09-01,interest_rate_gold_v1,INTEREST_RATE,2016-09-01,2016-09-01,first_gold_session_on_or_after_event_date,1312.199951,0.4,0.4,0.0,rate_hold,1322.099976,0.75446,UP,1330.099976,1.364123,UP,1313.300049,0.083836,FLAT,5,"After rates moved to 0.4% (rate_hold) on 2016-09-01, gold moved 1.364123% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2016-10-01,interest_rate_gold_v1,INTEREST_RATE,2016-10-01,2016-10-03,first_gold_session_on_or_after_event_date,1309.0,0.4,0.4,0.0,rate_hold,1266.300049,-3.262028,DOWN,1253.0,-4.278075,DOWN,1286.400024,-1.726507,DOWN,5,"After rates moved to 0.4% (rate_hold) on 2016-10-01, gold moved -4.278075% over 5 trading days (DOWN)."
INTEREST_RATE_GOLD_2016-11-01,interest_rate_gold_v1,INTEREST_RATE,2016-11-01,2016-11-01,first_gold_session_on_or_after_event_date,1286.400024,0.41,0.4,0.01,rate_hike,1306.800049,1.585823,UP,1273.400024,-1.010572,DOWN,1166.900024,-9.28949,DOWN,20,"After rates moved to 0.41% (rate_hike) on 2016-11-01, gold moved -9.28949% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2016-12-01,interest_rate_gold_v1,INTEREST_RATE,2016-12-01,2016-12-01,first_gold_session_on_or_after_event_date,1166.900024,0.54,0.41,0.13,rate_hike,1175.099976,0.702712,UP,1169.800049,0.248524,UP,1150.0,-1.448284,DOWN,20,"After rates moved to 0.54% (rate_hike) on 2016-12-01, gold moved -1.448284% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2017-01-01,interest_rate_gold_v1,INTEREST_RATE,2017-01-01,2017-01-03,first_gold_session_on_or_after_event_date,1160.400024,0.65,0.54,0.11,rate_hike,1163.800049,0.293005,UP,1184.199951,2.051011,UP,1205.599976,3.895204,UP,20,"After rates moved to 0.65% (rate_hike) on 2017-01-01, gold moved 3.895204% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2017-02-01,interest_rate_gold_v1,INTEREST_RATE,2017-02-01,2017-02-01,first_gold_session_on_or_after_event_date,1205.599976,0.66,0.65,0.01,rate_hike,1216.699951,0.920701,UP,1237.599976,2.65428,UP,1231.900024,2.18149,UP,5,"After rates moved to 0.66% (rate_hike) on 2017-02-01, gold moved 2.65428% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2017-03-01,interest_rate_gold_v1,INTEREST_RATE,2017-03-01,2017-03-01,first_gold_session_on_or_after_event_date,1248.900024,0.79,0.66,0.13,rate_hike,1231.900024,-1.361198,DOWN,1208.5,-3.234849,DOWN,1253.400024,0.360317,UP,5,"After rates moved to 0.79% (rate_hike) on 2017-03-01, gold moved -3.234849% over 5 trading days (DOWN)."
INTEREST_RATE_GOLD_2017-04-01,interest_rate_gold_v1,INTEREST_RATE,2017-04-01,2017-04-03,first_gold_session_on_or_after_event_date,1250.800049,0.9,0.79,0.11,rate_hike,1255.0,0.335781,UP,1251.099976,0.023979,FLAT,1255.099976,0.343774,UP,20,"After rates moved to 0.9% (rate_hike) on 2017-04-01, gold moved 0.343774% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2017-05-01,interest_rate_gold_v1,INTEREST_RATE,2017-05-01,2017-05-01,first_gold_session_on_or_after_event_date,1253.300049,0.91,0.9,0.01,rate_hike,1255.099976,0.143615,UP,1225.300049,-2.234102,DOWN,1262.099976,0.70214,UP,5,"After rates moved to 0.91% (rate_hike) on 2017-05-01, gold moved -2.234102% over 5 trading days (DOWN)."
INTEREST_RATE_GOLD_2017-06-01,interest_rate_gold_v1,INTEREST_RATE,2017-06-01,2017-06-01,first_gold_session_on_or_after_event_date,1267.0,1.04,0.91,0.13,rate_hike,1276.800049,0.773485,UP,1276.300049,0.734021,UP,1244.199951,-1.79953,DOWN,20,"After rates moved to 1.04% (rate_hike) on 2017-06-01, gold moved -1.79953% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2017-07-01,interest_rate_gold_v1,INTEREST_RATE,2017-07-01,2017-07-03,first_gold_session_on_or_after_event_date,1217.900024,1.15,1.04,0.11,rate_hike,1220.400024,0.205271,UP,1213.599976,-0.353071,DOWN,1272.599976,4.491333,UP,20,"After rates moved to 1.15% (rate_hike) on 2017-07-01, gold moved 4.491333% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2017-08-01,interest_rate_gold_v1,INTEREST_RATE,2017-08-01,2017-08-01,first_gold_session_on_or_after_event_date,1272.599976,1.16,1.15,0.01,rate_hike,1271.800049,-0.062858,FLAT,1256.400024,-1.272981,DOWN,1313.099976,3.182461,UP,20,"After rates moved to 1.16% (rate_hike) on 2017-08-01, gold moved 3.182461% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2017-09-01,interest_rate_gold_v1,INTEREST_RATE,2017-09-01,2017-09-01,first_gold_session_on_or_after_event_date,1324.5,1.15,1.16,-0.01,rate_cut,1339.199951,1.109849,UP,1331.0,0.490751,UP,1272.699951,-3.910913,DOWN,20,"After rates moved to 1.15% (rate_cut) on 2017-09-01, gold moved -3.910913% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2017-10-01,interest_rate_gold_v1,INTEREST_RATE,2017-10-01,2017-10-02,first_gold_session_on_or_after_event_date,1272.699951,1.15,1.15,0.0,rate_hold,1271.5,-0.094284,FLAT,1281.800049,0.715023,UP,1274.099976,0.110004,UP,5,"After rates moved to 1.15% (rate_hold) on 2017-10-01, gold moved 0.715023% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2017-11-01,interest_rate_gold_v1,INTEREST_RATE,2017-11-01,2017-11-01,first_gold_session_on_or_after_event_date,1274.099976,1.16,1.15,0.01,rate_hike,1274.900024,0.062793,FLAT,1281.599976,0.588651,UP,1273.199951,-0.07064,FLAT,5,"After rates moved to 1.16% (rate_hike) on 2017-11-01, gold moved 0.588651% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2017-12-01,interest_rate_gold_v1,INTEREST_RATE,2017-12-01,2017-12-01,first_gold_session_on_or_after_event_date,1278.800049,1.3,1.16,0.14,rate_hike,1274.300049,-0.351892,DOWN,1245.199951,-2.627471,DOWN,1313.699951,2.729113,UP,20,"After rates moved to 1.3% (rate_hike) on 2017-12-01, gold moved 2.729113% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2018-01-01,interest_rate_gold_v1,INTEREST_RATE,2018-01-01,2018-01-02,first_gold_session_on_or_after_event_date,1313.699951,1.41,1.3,0.11,rate_hike,1316.199951,0.190302,UP,1311.699951,-0.152242,DOWN,1344.300049,2.329306,UP,20,"After rates moved to 1.41% (rate_hike) on 2018-01-01, gold moved 2.329306% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2018-02-01,interest_rate_gold_v1,INTEREST_RATE,2018-02-01,2018-02-01,first_gold_session_on_or_after_event_date,1344.300049,1.42,1.41,0.01,rate_hike,1333.699951,-0.788522,DOWN,1316.900024,-2.038237,DOWN,1321.099976,-1.725811,DOWN,5,"After rates moved to 1.42% (rate_hike) on 2018-02-01, gold moved -2.038237% over 5 trading days (DOWN)."
INTEREST_RATE_GOLD_2018-03-01,interest_rate_gold_v1,INTEREST_RATE,2018-03-01,2018-03-01,first_gold_session_on_or_after_event_date,1302.900024,1.51,1.42,0.09,rate_hike,1321.099976,1.39688,UP,1319.900024,1.304782,UP,1322.800049,1.527364,UP,20,"After rates moved to 1.51% (rate_hike) on 2018-03-01, gold moved 1.527364% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2018-04-01,interest_rate_gold_v1,INTEREST_RATE,2018-04-01,2018-04-02,first_gold_session_on_or_after_event_date,1342.099976,1.69,1.51,0.18,rate_hike,1332.800049,-0.692938,DOWN,1336.300049,-0.432153,DOWN,1316.199951,-1.929813,DOWN,20,"After rates moved to 1.69% (rate_hike) on 2018-04-01, gold moved -1.929813% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2018-05-01,interest_rate_gold_v1,INTEREST_RATE,2018-05-01,2018-05-01,first_gold_session_on_or_after_event_date,1303.800049,1.7,1.69,0.01,rate_hike,1302.599976,-0.092044,FLAT,1312.0,0.628927,UP,1301.5,-0.176411,DOWN,5,"After rates moved to 1.7% (rate_hike) on 2018-05-01, gold moved 0.628927% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2018-06-01,interest_rate_gold_v1,INTEREST_RATE,2018-06-01,2018-06-01,first_gold_session_on_or_after_event_date,1294.800049,1.82,1.7,0.12,rate_hike,1293.099976,-0.1313,DOWN,1298.099976,0.25486,UP,1251.300049,-3.359592,DOWN,20,"After rates moved to 1.82% (rate_hike) on 2018-06-01, gold moved -3.359592% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2018-07-01,interest_rate_gold_v1,INTEREST_RATE,2018-07-01,2018-07-02,first_gold_session_on_or_after_event_date,1239.800049,1.91,1.82,0.09,rate_hike,1251.599976,0.95176,UP,1253.800049,1.129214,UP,1223.699951,-1.298604,DOWN,20,"After rates moved to 1.91% (rate_hike) on 2018-07-01, gold moved -1.298604% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2018-08-01,interest_rate_gold_v1,INTEREST_RATE,2018-08-01,2018-08-01,first_gold_session_on_or_after_event_date,1217.900024,1.91,1.91,0.0,rate_hold,1210.599976,-0.599396,DOWN,1212.599976,-0.435179,DOWN,1204.5,-1.100257,DOWN,20,"After rates moved to 1.91% (rate_hold) on 2018-08-01, gold moved -1.100257% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2018-09-01,interest_rate_gold_v1,INTEREST_RATE,2018-09-01,2018-09-04,first_gold_session_on_or_after_event_date,1192.699951,1.95,1.91,0.04,rate_hike,1194.900024,0.184462,UP,1195.400024,0.226383,UP,1202.400024,0.813287,UP,20,"After rates moved to 1.95% (rate_hike) on 2018-09-01, gold moved 0.813287% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2018-10-01,interest_rate_gold_v1,INTEREST_RATE,2018-10-01,2018-10-01,first_gold_session_on_or_after_event_date,1187.099976,2.19,1.95,0.24,rate_hike,1202.400024,1.288859,UP,1184.400024,-0.227441,DOWN,1224.5,3.150537,UP,20,"After rates moved to 2.19% (rate_hike) on 2018-10-01, gold moved 3.150537% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2018-11-01,interest_rate_gold_v1,INTEREST_RATE,2018-11-01,2018-11-01,first_gold_session_on_or_after_event_date,1236.0,2.2,2.19,0.01,rate_hike,1230.900024,-0.412619,DOWN,1222.900024,-1.059869,DOWN,1220.199951,-1.278321,DOWN,20,"After rates moved to 2.2% (rate_hike) on 2018-11-01, gold moved -1.278321% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2018-12-01,interest_rate_gold_v1,INTEREST_RATE,2018-12-01,2018-12-03,first_gold_session_on_or_after_event_date,1233.900024,2.27,2.2,0.07,rate_hike,1241.099976,0.583512,UP,1241.900024,0.648351,UP,1291.800049,4.69244,UP,20,"After rates moved to 2.27% (rate_hike) on 2018-12-01, gold moved 4.69244% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2019-01-01,interest_rate_gold_v1,INTEREST_RATE,2019-01-01,2019-01-02,first_gold_session_on_or_after_event_date,1281.0,2.4,2.27,0.13,rate_hike,1291.800049,0.843095,UP,1289.300049,0.647935,UP,1319.699951,3.021073,UP,20,"After rates moved to 2.4% (rate_hike) on 2019-01-01, gold moved 3.021073% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2019-02-01,interest_rate_gold_v1,INTEREST_RATE,2019-02-01,2019-02-01,first_gold_session_on_or_after_event_date,1316.900024,2.4,2.4,0.0,rate_hold,1314.300049,-0.197432,DOWN,1313.699951,-0.243,DOWN,1284.800049,-2.437541,DOWN,20,"After rates moved to 2.4% (rate_hold) on 2019-02-01, gold moved -2.437541% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2019-03-01,interest_rate_gold_v1,INTEREST_RATE,2019-03-01,2019-03-01,first_gold_session_on_or_after_event_date,1296.400024,2.41,2.4,0.01,rate_hike,1284.800049,-0.894784,DOWN,1297.0,0.04628,FLAT,1293.0,-0.262267,DOWN,1,"After rates moved to 2.41% (rate_hike) on 2019-03-01, gold moved -0.894784% over 1 trading days (DOWN)."
INTEREST_RATE_GOLD_2019-04-01,interest_rate_gold_v1,INTEREST_RATE,2019-04-01,2019-04-01,first_gold_session_on_or_after_event_date,1288.400024,2.42,2.41,0.01,rate_hike,1290.0,0.124183,UP,1297.099976,0.675252,UP,1282.800049,-0.434646,DOWN,5,"After rates moved to 2.42% (rate_hike) on 2019-04-01, gold moved 0.675252% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2019-05-01,interest_rate_gold_v1,INTEREST_RATE,2019-05-01,2019-05-01,first_gold_session_on_or_after_event_date,1281.400024,2.39,2.42,-0.03,rate_cut,1269.699951,-0.91307,DOWN,1279.400024,-0.156079,DOWN,1287.099976,0.444822,UP,1,"After rates moved to 2.39% (rate_cut) on 2019-05-01, gold moved -0.91307% over 1 trading days (DOWN)."
INTEREST_RATE_GOLD_2019-06-01,interest_rate_gold_v1,INTEREST_RATE,2019-06-01,2019-06-03,first_gold_session_on_or_after_event_date,1322.699951,2.38,2.39,-0.01,rate_cut,1323.400024,0.052928,FLAT,1324.699951,0.151206,UP,1385.599976,4.755427,UP,20,"After rates moved to 2.38% (rate_cut) on 2019-06-01, gold moved 4.755427% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2019-07-01,interest_rate_gold_v1,INTEREST_RATE,2019-07-01,2019-07-01,first_gold_session_on_or_after_event_date,1385.599976,2.4,2.38,0.02,rate_hike,1404.599976,1.371247,UP,1397.5,0.858835,UP,1429.699951,3.182735,UP,20,"After rates moved to 2.4% (rate_hike) on 2019-07-01, gold moved 3.182735% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2019-08-01,interest_rate_gold_v1,INTEREST_RATE,2019-08-01,2019-08-01,first_gold_session_on_or_after_event_date,1420.900024,2.13,2.4,-0.27,rate_cut,1445.599976,1.738331,UP,1497.699951,5.40502,UP,1526.5,7.431908,UP,20,"After rates moved to 2.13% (rate_cut) on 2019-08-01, gold moved 7.431908% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2019-09-01,interest_rate_gold_v1,INTEREST_RATE,2019-09-01,2019-09-03,first_gold_session_on_or_after_event_date,1545.900024,2.04,2.13,-0.09,rate_cut,1550.300049,0.284625,UP,1490.300049,-3.596609,DOWN,1482.0,-4.133516,DOWN,20,"After rates moved to 2.04% (rate_cut) on 2019-09-01, gold moved -4.133516% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2019-10-01,interest_rate_gold_v1,INTEREST_RATE,2019-10-01,2019-10-01,first_gold_session_on_or_after_event_date,1482.0,1.83,2.04,-0.21,rate_cut,1501.0,1.282051,UP,1497.199951,1.025638,UP,1487.0,0.337382,UP,1,"After rates moved to 1.83% (rate_cut) on 2019-10-01, gold moved 1.282051% over 1 trading days (UP)."
INTEREST_RATE_GOLD_2019-11-01,interest_rate_gold_v1,INTEREST_RATE,2019-11-01,2019-11-01,first_gold_session_on_or_after_event_date,1508.0,1.55,1.83,-0.28,rate_cut,1508.0,0.0,FLAT,1461.300049,-3.096814,DOWN,1462.300049,-3.030501,DOWN,5,"After rates moved to 1.55% (rate_cut) on 2019-11-01, gold moved -3.096814% over 5 trading days (DOWN)."
INTEREST_RATE_GOLD_2019-12-01,interest_rate_gold_v1,INTEREST_RATE,2019-12-01,2019-12-02,first_gold_session_on_or_after_event_date,1462.300049,1.55,1.55,0.0,rate_hold,1478.199951,1.087321,UP,1459.300049,-0.205156,DOWN,1519.5,3.911643,UP,20,"After rates moved to 1.55% (rate_hold) on 2019-12-01, gold moved 3.911643% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2020-01-01,interest_rate_gold_v1,INTEREST_RATE,2020-01-01,2020-01-02,first_gold_session_on_or_after_event_date,1524.5,1.55,1.55,0.0,rate_hold,1549.199951,1.6202,UP,1551.699951,1.784188,UP,1582.900024,3.830766,UP,20,"After rates moved to 1.55% (rate_hold) on 2020-01-01, gold moved 3.830766% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2020-02-01,interest_rate_gold_v1,INTEREST_RATE,2020-02-01,2020-02-03,first_gold_session_on_or_after_event_date,1577.199951,1.58,1.55,0.03,rate_hike,1550.400024,-1.699209,DOWN,1574.699951,-0.158509,DOWN,1642.099976,4.114889,UP,20,"After rates moved to 1.58% (rate_hike) on 2020-02-01, gold moved 4.114889% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2020-03-01,interest_rate_gold_v1,INTEREST_RATE,2020-03-01,2020-03-02,first_gold_session_on_or_after_event_date,1592.300049,0.65,1.58,-0.93,rate_cut,1642.099976,3.127547,UP,1674.5,5.162341,UP,1622.0,1.865223,UP,5,"After rates moved to 0.65% (rate_cut) on 2020-03-01, gold moved 5.162341% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2020-04-01,interest_rate_gold_v1,INTEREST_RATE,2020-04-01,2020-04-01,first_gold_session_on_or_after_event_date,1578.199951,0.05,0.65,-0.6,rate_cut,1625.699951,3.009758,UP,1665.400024,5.525287,UP,1684.199951,6.716513,UP,20,"After rates moved to 0.05% (rate_cut) on 2020-04-01, gold moved 6.716513% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2020-05-01,interest_rate_gold_v1,INTEREST_RATE,2020-05-01,2020-05-01,first_gold_session_on_or_after_event_date,1694.5,0.05,0.05,0.0,rate_hold,1706.900024,0.731781,UP,1709.900024,0.908824,UP,1737.800049,2.555329,UP,20,"After rates moved to 0.05% (rate_hold) on 2020-05-01, gold moved 2.555329% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2020-06-01,interest_rate_gold_v1,INTEREST_RATE,2020-06-01,2020-06-01,first_gold_session_on_or_after_event_date,1737.800049,0.08,0.05,0.03,rate_hike,1725.199951,-0.72506,DOWN,1698.300049,-2.272989,DOWN,1774.800049,2.129129,UP,5,"After rates moved to 0.08% (rate_hike) on 2020-06-01, gold moved -2.272989% over 5 trading days (DOWN)."
INTEREST_RATE_GOLD_2020-07-01,interest_rate_gold_v1,INTEREST_RATE,2020-07-01,2020-07-01,first_gold_session_on_or_after_event_date,1773.199951,0.09,0.08,0.01,rate_hike,1784.0,0.609071,UP,1799.199951,1.466276,UP,1942.300049,9.536437,UP,20,"After rates moved to 0.09% (rate_hike) on 2020-07-01, gold moved 9.536437% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2020-08-01,interest_rate_gold_v1,INTEREST_RATE,2020-08-01,2020-08-03,first_gold_session_on_or_after_event_date,1966.0,0.1,0.09,0.01,rate_hike,2001.199951,1.790435,UP,2024.400024,2.9705,UP,1967.599976,0.081382,FLAT,5,"After rates moved to 0.1% (rate_hike) on 2020-08-01, gold moved 2.9705% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2020-09-01,interest_rate_gold_v1,INTEREST_RATE,2020-09-01,2020-09-01,first_gold_session_on_or_after_event_date,1968.199951,0.09,0.1,-0.01,rate_cut,1934.400024,-1.717301,DOWN,1944.699951,-1.193984,DOWN,1887.5,-4.100191,DOWN,20,"After rates moved to 0.09% (rate_cut) on 2020-09-01, gold moved -4.100191% over 20 trading days (DOWN)."
